name;city;object_type;star_number;area;guest_grade;review_number;meal_plan;is_free_cancel_reservation;price;href;latitude;longitude;staff;facilities;cleanliness;comfort;value_for_money;location;wifi
Hotel San Roque;Garachico;Pokój dwuosobowy;4.0;;9.2;234;Breakfast;True;7495;https://www.booking.com/hotel/es/san-roque-garachico.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=83&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=35855701_381944290_0_41_0&highlighted_blocks=35855701_381944290_0_41_0&matching_block_id=35855701_381944290_0_41_0&sr_pri_blocks=35855701_381944290_0_41_0__176015&from=searchresults#hotelTmpl;28.37432735;-16.76434278;9.8;9.2;9.6;9.5;8.6;9.7;9.6
Regency Country Club, Apartments Suites;Playa de las Americas;Apartament z 1 Sypialnią;3.0;48.0;8.3;2640;No meal;False;3739;https://www.booking.com/hotel/es/regency-country-club.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=84&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=2389505_95147779_0_2_0&highlighted_blocks=2389505_95147779_0_2_0&matching_block_id=2389505_95147779_0_2_0&sr_pri_blocks=2389505_95147779_0_2_0__87805&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.07125373;-16.70030773;8.9;8.4;8.4;8.5;8.1;7.8;6.5
Catalonia Oro Negro;Playa de las Americas;Pokój dwuosobowy;3.0;;7.8;3365;Breakfast;True;3960;https://www.booking.com/hotel/es/cataloniaoronegro.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=85&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=9062513_194586230_0_33_0&highlighted_blocks=9062513_194586230_0_33_0&matching_block_id=9062513_194586230_0_33_0&sr_pri_blocks=9062513_194586230_0_33_0__93000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.06327062;-16.72673017;8.7;8.0;8.1;8.1;8.0;8.3;7.3
Red Level at Gran Melia Palacio de Isora - Adults Only;Alkala;Pokój typu Deluxe Redlevel z widokiem na ocean;5.0;;8.9;310;Breakfast;False;9792;https://www.booking.com/hotel/es/red-level-at-gran-melia-palacio-de-isora.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=86&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=29253026_91989395_2_41_0&highlighted_blocks=29253026_91989395_2_41_0&matching_block_id=29253026_91989395_2_41_0&sr_pri_blocks=29253026_91989395_2_41_0__229950&from=searchresults#hotelTmpl;28.20465869;-16.83081865;9.5;9.2;9.4;9.5;8.2;9.2;8.9
Olé Tropical Tenerife Adults Only;Playa de las Americas;Pokój Dwuosobowy z widokiem na morze;4.0;;8.2;2317;Breakfast;True;5234;https://www.booking.com/hotel/es/tropical-playa.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=87&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=39514904_360726498_2_41_0&highlighted_blocks=39514904_360726498_2_41_0&matching_block_id=39514904_360726498_2_41_0&sr_pri_blocks=39514904_360726498_2_41_0__122920&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.06701965;-16.72818661;9.0;8.3;8.6;8.5;8.1;8.5;7.5
Vincci Selección La Plantación del Sur;Adeje;Pokój dwuosobowy;5.0;;9.0;3028;Breakfast;True;8946;https://www.booking.com/hotel/es/hotelvinccilaplantaciondelsur.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=88&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=9189643_199910109_0_33_0&highlighted_blocks=9189643_199910109_0_33_0&matching_block_id=9189643_199910109_0_33_0&sr_pri_blocks=9189643_199910109_0_33_0__210095&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.09391232;-16.7417264;9.3;9.3;9.4;9.4;8.6;8.7;8.7
Hotel Monopol;Puerto de la Cruz;Pokój Dwuosobowy z 1 lub 2 łóżkami;3.0;;7.8;2029;Breakfast;False;2472;https://www.booking.com/hotel/es/monopol.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=89&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=2885204_95152873_0_1_0&highlighted_blocks=2885204_95152873_0_1_0&matching_block_id=2885204_95152873_0_1_0&sr_pri_blocks=2885204_95152873_0_1_0__58055&from=searchresults#hotelTmpl;28.41719348;-16.54868782;8.9;7.4;8.1;7.8;8.1;9.6;
GF Victoria;Adeje;Apartament typu Senior Suite (2 osoby dorosłe + 1 dziecko);5.0;53.0;9.0;534;Breakfast;True;8665;https://www.booking.com/hotel/es/gf-victoria.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=90&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=273971705_393494984_0_1_0&highlighted_blocks=273971705_393494984_0_1_0&matching_block_id=273971705_393494984_0_1_0&sr_pri_blocks=273971705_393494984_0_1_0__203490&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.09215028;-16.73902873;9.4;9.4;9.4;9.4;8.3;9.4;7.8
Sol Puerto de la Cruz Tenerife;Puerto de la Cruz;Pokój typu Sol;4.0;;7.4;2161;Breakfast;False;2414;https://www.booking.com/hotel/es/sol-puerto-de-la-cruz-tenerife.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=91&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=1903305_95143806_2_33_0&highlighted_blocks=1903305_95143806_2_33_0&matching_block_id=1903305_95143806_2_33_0&sr_pri_blocks=1903305_95143806_2_33_0__56700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41493706;-16.5566808;8.7;7.2;8.1;7.8;7.7;8.5;8.3
BAL Apartments Adults Only;Arona;Apartament z 1 sypialnią;4.0;39.0;8.9;80;No meal;False;4664;https://www.booking.com/hotel/es/bal-apartments.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=92&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=1081132401_380691349_0_0_0&highlighted_blocks=1081132401_380691349_0_0_0&matching_block_id=1081132401_380691349_0_0_0&sr_pri_blocks=1081132401_380691349_0_0_0__109526&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.0618724;-16.7321173;9.2;9.0;9.5;9.4;8.6;9.7;9.2
Hotel Atlantic El Tope;Puerto de la Cruz;Pokój z 2 łóżkami pojedynczymi i widokiem na morze;4.0;;8.1;1695;Breakfast;True;3219;https://www.booking.com/hotel/es/gran-el-tope.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=93&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=9420714_271767239_0_41_0&highlighted_blocks=9420714_271767239_0_41_0&matching_block_id=9420714_271767239_0_41_0&sr_pri_blocks=9420714_271767239_0_41_0__75600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41464453;-16.54364794;8.8;7.9;8.7;8.4;8.4;8.3;7.6
Apartamentos Borinquen;Playa de las Americas;Superior Studio with Sea View (7th floor);2.0;35.0;7.8;988;No meal;True;2762;https://www.booking.com/hotel/es/apartamentos-borinquen.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=94&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=4292609_205128319_0_0_0&highlighted_blocks=4292609_205128319_0_0_0&matching_block_id=4292609_205128319_0_0_0&sr_pri_blocks=4292609_205128319_0_0_0__64860&from=searchresults#hotelTmpl;28.07213413;-16.72944188;8.5;7.4;8.1;8.0;8.0;9.1;5.5
Costa Adeje Garden Aparthotel;Adeje;Apartament typu Standard;3.0;54.0;7.9;669;No meal;True;3130;https://www.booking.com/hotel/es/costa-adeje-garden.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=95&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=37341305_266103797_3_0_0&highlighted_blocks=37341305_266103797_3_0_0&matching_block_id=37341305_266103797_3_0_0&sr_pri_blocks=37341305_266103797_3_0_0__73500&from=searchresults#hotelTmpl;28.08137082;-16.72369659;8.4;7.5;7.8;7.9;8.1;7.7;5.0
Apartamentos Playazul;Playa de las Americas;Apartament typu Studio z tarasem;2.0;40.0;7.4;2288;No meal;False;4219;https://www.booking.com/hotel/es/apartamentos-playazul.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=96&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=9231409_348783274_0_0_0&highlighted_blocks=9231409_348783274_0_0_0&matching_block_id=9231409_348783274_0_0_0&sr_pri_blocks=9231409_348783274_0_0_0__99090&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.06597827;-16.72908247;8.4;7.2;7.7;7.6;7.9;8.6;6.6
Checkin Bungalows Atlántida;Los Cristianos;Apartament z 1 sypialnią (2 osoby dorosłe);3.0;35.0;7.2;1415;No meal;True;2683;https://www.booking.com/hotel/es/solvasaplataneras.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=97&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=9139801_338845796_0_0_0&highlighted_blocks=9139801_338845796_0_0_0&matching_block_id=9139801_338845796_0_0_0&sr_pri_blocks=9139801_338845796_0_0_0__63000&from=searchresults#hotelTmpl;28.05022607;-16.71067983;8.4;7.1;7.4;7.3;7.3;8.4;6.0
Hotel Spa Villalba;Vilaflor;Attic Room with Garden View;4.0;;8.8;953;Breakfast;False;5336;https://www.booking.com/hotel/es/hotelspavillalba.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=98&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=9169722_88191614_0_41_0&highlighted_blocks=9169722_88191614_0_41_0&matching_block_id=9169722_88191614_0_41_0&sr_pri_blocks=9169722_88191614_0_41_0__125307&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.16038855;-16.64237134;9.2;8.9;9.1;9.1;8.4;9.3;8.8
Sunset View Club;San Miguel de Abona;Apartament z 1 sypialnią;3.0;56.0;8.8;1204;No meal;False;2629;https://www.booking.com/hotel/es/sunset-view-club.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=99&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=18875401_88450766_0_0_0&highlighted_blocks=18875401_88450766_0_0_0&matching_block_id=18875401_88450766_0_0_0&sr_pri_blocks=18875401_88450766_0_0_0__61735&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.02923218;-16.60197526;9.4;8.8;9.2;9.2;8.8;8.8;9.0
AluaSoul Orotava Valley - Adults Only;Puerto de la Cruz;Apartament typu Suite z widokiem na Teide (2 osoby dorosłe);4.0;40.0;8.5;1370;Breakfast;True;3666;https://www.booking.com/hotel/es/aluasoul-orotava-valley.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=100&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=9123450_209047344_2_41_0&highlighted_blocks=9123450_209047344_2_41_0&matching_block_id=9123450_209047344_2_41_0&sr_pri_blocks=9123450_209047344_2_41_0__86100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.40836685;-16.55670762;8.9;8.8;9.1;9.1;8.6;8.1;7.1
Flamingo Suites Boutique Hotel;Adeje;Apartament typu Suite z 1 sypialnią (2 osoby dorosłe);4.0;;9.2;663;No meal;False;5734;https://www.booking.com/hotel/es/flamingo-suites.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=101&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826929&all_sr_blocks=18929301_89001846_0_2_0&highlighted_blocks=18929301_89001846_0_2_0&matching_block_id=18929301_89001846_0_2_0&sr_pri_blocks=18929301_89001846_0_2_0__134663&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.08005743;-16.73356846;9.8;9.3;9.5;9.5;8.8;9.3;9.6
Ona Las Rosas;Puerto de Santiago;Apartament z 1 sypialnią;4.0;60.0;8.9;1099;No meal;False;2483;https://www.booking.com/hotel/es/ona-las-rosas.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=102&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826932&all_sr_blocks=129009804_85271046_2_0_0&highlighted_blocks=129009804_85271046_2_0_0&matching_block_id=129009804_85271046_2_0_0&sr_pri_blocks=129009804_85271046_2_0_0__58320&from=searchresults#hotelTmpl;28.24099969;-16.84072927;9.5;8.8;9.0;9.0;8.9;9.2;
Catalonia Las Vegas;Puerto de la Cruz;Pokój Dwuosobowy z 1 lub 2 łóżkami;4.0;;7.9;1470;Breakfast;True;2981;https://www.booking.com/hotel/es/catalonialasvegas.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=103&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826932&all_sr_blocks=9062616_194578367_0_41_0&highlighted_blocks=9062616_194578367_0_41_0&matching_block_id=9062616_194578367_0_41_0&sr_pri_blocks=9062616_194578367_0_41_0__70000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41749426;-16.54472351;8.9;7.6;8.3;8.1;7.8;9.3;7.3
Flamingo Beach Mate;Adeje;Apartament z 1 sypialnią;4.0;50.0;8.7;1312;Breakfast;True;6966;https://www.booking.com/hotel/es/flamingo-club.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=104&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826932&all_sr_blocks=31744582_363411077_2_1_0&highlighted_blocks=31744582_363411077_2_1_0&matching_block_id=31744582_363411077_2_1_0&sr_pri_blocks=31744582_363411077_2_1_0__163600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.07913686;-16.73396811;9.1;8.9;9.1;9.0;8.2;9.0;7.8
La Laguna Gran Hotel;La Laguna;Pokój Dwuosobowy typu Deluxe;4.0;;9.0;5862;No meal;True;3590;https://www.booking.com/hotel/es/la-laguna-gran.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=105&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826932&all_sr_blocks=222513701_385625560_0_42_0&highlighted_blocks=222513701_385625560_0_42_0&matching_block_id=222513701_385625560_0_42_0&sr_pri_blocks=222513701_385625560_0_42_0__84300&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.48893536;-16.31342372;9.4;9.2;9.4;9.4;8.7;9.6;8.5
Hotel Tigaiga;Puerto de la Cruz;Pokój typu Twin z widokiem na Teide;4.0;;9.1;1560;Breakfast;False;4105;https://www.booking.com/hotel/es/tigaiga.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=106&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826932&all_sr_blocks=18939501_143188828_2_33_0&highlighted_blocks=18939501_143188828_2_33_0&matching_block_id=18939501_143188828_2_33_0&sr_pri_blocks=18939501_143188828_2_33_0__96390&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41029431;-16.5490365;9.7;9.1;9.6;9.5;9.0;9.1;7.9
Melia Jardines del Teide - Adults Only;Adeje;Pokój Meliá;5.0;;8.6;351;Breakfast;False;6297;https://www.booking.com/hotel/es/melia-jardines-del-teide.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=107&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826932&all_sr_blocks=9451897_91989303_2_41_0&highlighted_blocks=9451897_91989303_2_41_0&matching_block_id=9451897_91989303_2_41_0&sr_pri_blocks=9451897_91989303_2_41_0__147870&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.09651273;-16.73896641;9.1;8.7;9.0;9.0;8.1;8.4;7.8
