name;city;object_type;star_number;area;guest_grade;review_number;meal_plan;is_free_cancel_reservation;price;href;latitude;longitude;staff;facilities;cleanliness;comfort;value_for_money;location;wifi
Parador de Las Cañadas del Teide;La Orotava;Pokój dwuosobowy typu Standard;3.0;;8.5;2110;No meal;False;2802;https://www.booking.com/hotel/es/parador-de-turismo-las-canadas-del-teide.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=126&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826932&all_sr_blocks=1468701_95139405_0_42_0&highlighted_blocks=1468701_95139405_0_42_0&matching_block_id=1468701_95139405_0_42_0&sr_pri_blocks=1468701_95139405_0_42_0__65790&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.22472966;-16.62727118;8.5;8.4;9.1;9.0;7.6;9.8;8.9
Royal Hideaway Corales Suites;Adeje;Apartament typu Deluxe Suite;5.0;65.0;9.4;260;No meal;False;11178;https://www.booking.com/hotel/es/royal-hideaway-corales-suites.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=127&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=240085629_101594264_3_0_0&highlighted_blocks=240085629_101594264_3_0_0&matching_block_id=240085629_101594264_3_0_0&sr_pri_blocks=240085629_101594264_3_0_0__262500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.10042031;-16.75240814;9.7;9.6;9.8;9.8;8.8;9.4;8.3
Skyview Hotel Tenerife;Puerto de la Cruz;Studio typu Standard;2.0;29.0;8.1;1362;No meal;False;1482;https://www.booking.com/hotel/es/tenerife-ving.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=128&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=50160_88154605_2_34_0&highlighted_blocks=50160_88154605_2_34_0&matching_block_id=50160_88154605_2_34_0&sr_pri_blocks=50160_88154605_2_34_0__34802&from=searchresults#hotelTmpl;28.41225005;-16.55599147;8.9;8.0;8.5;8.4;8.3;8.7;7.1
Gara Hotel;Garachico;Pokój dwuosobowy z 1 lub 2 łóżkami – parter;4.0;;8.3;279;Breakfast;False;2938;https://www.booking.com/hotel/es/garahotel.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=129&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=18930903_88495094_0_1_0&highlighted_blocks=18930903_88495094_0_1_0&matching_block_id=18930903_88495094_0_1_0&sr_pri_blocks=18930903_88495094_0_1_0__68992&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.37309897;-16.76583141;8.9;8.1;9.0;8.6;8.0;9.5;8.3
La concha;La Laguna;Pokój dwuosobowy;;;8.2;45;No meal;True;1610;https://www.booking.com/hotel/es/la-concha-la-laguna.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=130&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=1147659808_387598531_2_0_0&highlighted_blocks=1147659808_387598531_2_0_0&matching_block_id=1147659808_387598531_2_0_0&sr_pri_blocks=1147659808_387598531_2_0_0__37800&from=searchresults#hotelTmpl;28.49530908;-16.309227;8.7;8.7;8.8;8.7;7.9;8.5;10.0
Kn Aparthotel Panorámica;Adeje;Apartament z 1 sypialnią (4 osoby dorosłe);3.0;56.0;7.7;1174;No meal;True;3925;https://www.booking.com/hotel/es/aparthotel-panoramica.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=131&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=42186410_209685918_0_0_0&highlighted_blocks=42186410_209685918_0_0_0&matching_block_id=42186410_209685918_0_0_0&sr_pri_blocks=42186410_209685918_0_0_0__92169&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.08561143;-16.72003269;8.8;7.6;7.3;7.4;7.9;8.0;5.9
Hotel Nautico;Santa Cruz de Tenerife;Pokój z 2 łóżkami pojedynczymi i balkonem;2.0;;7.8;1399;No meal;True;2012;https://www.booking.com/hotel/es/nautico.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=132&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=1859002_373184497_2_0_0&highlighted_blocks=1859002_373184497_2_0_0&matching_block_id=1859002_373184497_2_0_0&sr_pri_blocks=1859002_373184497_2_0_0__47250&from=searchresults#hotelTmpl;28.47973263;-16.24594554;8.4;7.7;8.5;8.1;8.0;8.1;8.0
Hotel Atlántico Centro;Santa Cruz de Tenerife;Pokój dwuosobowy;2.0;;7.1;3678;No meal;False;1863;https://www.booking.com/hotel/es/atlantico-santa-cruz-de-tenerife1.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=133&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=775325803_335822901_2_0_0&highlighted_blocks=775325803_335822901_2_0_0&matching_block_id=775325803_335822901_2_0_0&sr_pri_blocks=775325803_335822901_2_0_0__43740&from=searchresults#hotelTmpl;28.467016;-16.249877;8.5;6.9;7.6;7.3;7.5;9.3;8.2
COMODORO- RAVEL;Los Cristianos;Apartament typu Standard;3.0;;7.2;49;No meal;False;3139;https://www.booking.com/hotel/es/comodoro-ravel.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=134&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=1117586003_384619956_0_0_0&highlighted_blocks=1117586003_384619956_0_0_0&matching_block_id=1117586003_384619956_0_0_0&sr_pri_blocks=1117586003_384619956_0_0_0__73710&from=searchresults#hotelTmpl;28.048846;-16.7121597;8.6;6.8;7.6;7.4;6.9;8.8;
H10 Tenerife Playa;Puerto de la Cruz;Pokój Dwuosobowy typu Standard z widokiem na morze;4.0;;8.0;1258;Breakfast;True;4799;https://www.booking.com/hotel/es/h10tenerife.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=135&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=9087716_204287025_0_41_0&highlighted_blocks=9087716_204287025_0_41_0&matching_block_id=9087716_204287025_0_41_0&sr_pri_blocks=9087716_204287025_0_41_0__112700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41893796;-16.54259652;8.9;7.9;8.4;8.3;7.8;9.3;8.0
Catalonia Punta del Rey;Candelaria;Pokój Dwuosobowy z 1 lub 2 łóżkami;4.0;;7.1;2419;Breakfast;True;2832;https://www.booking.com/hotel/es/cataloniapuntadelrey.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=136&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=9062405_224942267_0_41_0&highlighted_blocks=9062405_224942267_0_41_0&matching_block_id=9062405_224942267_0_41_0&sr_pri_blocks=9062405_224942267_0_41_0__66500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.37749674;-16.3620007;8.3;7.1;7.7;7.6;7.2;7.8;7.0
Bahia Principe Fantasia Tenerife - All Inclusive;San Miguel de Abona;Apartament rodzinny typu Master Suite (2 osoby dorosłe);5.0;;8.7;1430;All inclusive;True;9785;https://www.booking.com/hotel/es/fantasia-bahia-principe-tenerife.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=137&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=285197523_381995133_0_85_0&highlighted_blocks=285197523_381995133_0_85_0&matching_block_id=285197523_381995133_0_85_0&sr_pri_blocks=285197523_381995133_0_85_0__229790&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.034502;-16.608081;9.1;9.3;9.4;9.4;8.4;8.1;8.3
Hotel Rural Finca La Hacienda;Los Silos;Apartament z 1 sypialnią (2 osoby dorosłe);4.0;55.0;8.4;119;No meal;False;1824;https://www.booking.com/hotel/es/rural-finca-la-hacienda.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=138&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=46808401_88825853_0_42_0&highlighted_blocks=46808401_88825853_0_42_0&matching_block_id=46808401_88825853_0_42_0&sr_pri_blocks=46808401_88825853_0_42_0__42840&from=searchresults#hotelTmpl;28.35263305;-16.80291772;9.2;8.2;8.4;8.5;8.8;8.3;7.5
Isla Baja Suites;Garachico;Apartament typu Suite z widokiem na morze;;50.0;8.8;427;Breakfast;True;4263;https://www.booking.com/hotel/es/isla-baja-suites.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=139&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=34635108_339870793_2_1_0&highlighted_blocks=34635108_339870793_2_1_0&matching_block_id=34635108_339870793_2_1_0&sr_pri_blocks=34635108_339870793_2_1_0__100100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.37282639;-16.7658636;8.9;8.7;9.1;9.0;8.5;9.4;10.0
Regency Torviscas Apartments and Suites;Adeje;Apartament typu Neptuno Regency z 1 sypialnią;3.0;45.0;8.0;1123;No meal;False;2539;https://www.booking.com/hotel/es/regency-torviscas-apartments-suites.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=140&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=119347607_102857274_0_0_0&highlighted_blocks=119347607_102857274_0_0_0&matching_block_id=119347607_102857274_0_0_0&sr_pri_blocks=119347607_102857274_0_0_0__59619&from=searchresults#hotelTmpl;28.08564;-16.72612;8.7;8.0;8.0;8.1;8.0;7.7;5.9
Hotel Rural 4 Esquinas;San Miguel de Abona;Pokój dwuosobowy;4.0;;8.2;484;No meal;True;2951;https://www.booking.com/hotel/es/rural-4-esquinas.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=141&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=25691302_384870944_2_0_0&highlighted_blocks=25691302_384870944_2_0_0&matching_block_id=25691302_384870944_2_0_0&sr_pri_blocks=25691302_384870944_2_0_0__69300&from=searchresults#hotelTmpl;28.09795132;-16.61771983;8.9;8.0;8.7;8.3;8.0;7.8;7.5
Laguna Park 2;Adeje;Studio;2.0;25.0;6.4;2951;No meal;False;2294;https://www.booking.com/hotel/es/apartamentos-laguna-park-2.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=142&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=4805101_91901885_2_42_0&highlighted_blocks=4805101_91901885_2_42_0&matching_block_id=4805101_91901885_2_42_0&sr_pri_blocks=4805101_91901885_2_42_0__53865&from=searchresults#hotelTmpl;28.08322019;-16.7260167;7.8;6.4;6.7;6.5;7.2;6.9;4.3
Hotel Emblemático Hi Suites;Santa Cruz de Tenerife;Apartament dwupoziomowy typu Suite;;35.0;9.3;757;No meal;False;3272;https://www.booking.com/hotel/es/hi-suites.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=143&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=683788501_362652528_2_2_0&highlighted_blocks=683788501_362652528_2_2_0&matching_block_id=683788501_362652528_2_2_0&sr_pri_blocks=683788501_362652528_2_2_0__76847&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.469201;-16.249988;9.6;9.4;9.7;9.7;9.0;9.6;9.2
TRH Taoro Garden - Only Adults;Puerto de la Cruz;Pokój dwuosobowy;4.0;;8.5;896;Breakfast;True;3637;https://www.booking.com/hotel/es/taoro-garden.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=144&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=225392801_329751597_0_41_0&highlighted_blocks=225392801_329751597_0_41_0&matching_block_id=225392801_329751597_0_41_0&sr_pri_blocks=225392801_329751597_0_41_0__85400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.41031938;-16.54657938;9.4;8.5;8.9;8.8;8.6;8.1;8.2
Hotel Andrea´s;Los Cristianos;Pokój dwuosobowy z 1 łóżkiem podwójnym lub 2 łóżkami pojedynczymi w wewnętrznej części hotelu;2.0;;7.4;2453;No meal;True;1967;https://www.booking.com/hotel/es/hotelandreas.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=145&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=9177004_203697815_2_0_0&highlighted_blocks=9177004_203697815_2_0_0&matching_block_id=9177004_203697815_2_0_0&sr_pri_blocks=9177004_203697815_2_0_0__46200&from=searchresults#hotelTmpl;28.05249496;-16.71485469;8.4;7.3;7.9;7.6;7.6;8.7;7.9
Optimist Tenerife;Playa de las Americas;Apartament typu Standard;3.0;56.0;8.4;487;No meal;False;3726;https://www.booking.com/hotel/es/optimist-vap-tour.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=146&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=50054901_88501525_0_0_0&highlighted_blocks=50054901_88501525_0_0_0&matching_block_id=50054901_88501525_0_0_0&sr_pri_blocks=50054901_88501525_0_0_0__87493&from=searchresults#hotelTmpl;28.0578705;-16.73071861;9.1;8.2;8.7;8.6;8.4;9.4;9.0
Adrián Hoteles Jardines de Nivaria;Adeje;Pokój dwuosobowy typu Comfort z widokiem na basen lub ogród;5.0;;8.9;889;Breakfast;True;8346;https://www.booking.com/hotel/es/jardines-de-nivaria.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=147&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=9467612_341653525_0_33_0&highlighted_blocks=9467612_341653525_0_33_0&matching_block_id=9467612_341653525_0_33_0&sr_pri_blocks=9467612_341653525_0_33_0__196000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.08893376;-16.73624933;9.3;9.2;9.4;9.5;8.3;9.5;8.5
Paraiso villas;Playa Paraiso;Apartament z widokiem na morze;3.0;;8.3;286;No meal;False;1930;https://www.booking.com/hotel/es/paraiso-villas.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=148&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=391254807_329618368_2_0_0&highlighted_blocks=391254807_329618368_2_0_0&matching_block_id=391254807_329618368_2_0_0&sr_pri_blocks=391254807_329618368_2_0_0__45320&from=searchresults#hotelTmpl;28.13009483;-16.76812987;9.1;8.1;8.6;8.4;8.2;8.3;
Landmar Costa los Gigantes;Puerto de Santiago;Apartament typu Suite z widokiem na ocean (2 osoby dorosłe);4.0;45.0;8.4;2074;Breakfast;True;5726;https://www.booking.com/hotel/es/landmar-costa-los-gigantes.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=149&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=654416602_289814134_0_41_0&highlighted_blocks=654416602_289814134_0_41_0&matching_block_id=654416602_289814134_0_41_0&sr_pri_blocks=654416602_289814134_0_41_0__134460&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.234266;-16.836886;9.0;8.7;8.8;8.7;8.2;8.4;8.0
Laguna Nivaria Hotel & Spa;La Laguna;Pokój Dwuosobowy typu Standard z 1 lub 2 łóżkami;4.0;;8.5;2148;Breakfast;True;4020;https://www.booking.com/hotel/es/laguna-nivaria-san-crista3bal-de-la-laguna.pl.html?label=gen173nr-1FCAEoggI46AdIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKL5tKyBsACAdICJDM0MTYyMzRkLWQ2NGYtNGNmOS1hZTRjLWM1ZWUzY2FlNTJkONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2024-09-07&checkout=2024-09-14&dest_id=777&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=150&sr_order=popularity&nflt=ht_id%3D204&srpvid=33c9730b5bbb051b&srepoch=1716826936&all_sr_blocks=38784301_385621726_0_41_0&highlighted_blocks=38784301_385621726_0_41_0&matching_block_id=38784301_385621726_0_41_0&sr_pri_blocks=38784301_385621726_0_41_0__94400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;28.48712352;-16.31330788;9.0;8.6;9.0;8.9;8.2;9.4;7.9
